The following modules were not unloaded:
  (Use "module --force purge" to unload all):

  1) modules/2.3-20240529   2) openblas/single-0.3.26
🚀 Starting Run. All outputs will be saved to: training_outputs/20250728-180254
⚙️ Using device: cuda
Hyperparameters: {'input_depth': 64, 'input_height': 64, 'input_width': 64, 'num_classes': 4, 'learning_rate': 1e-05, 'batch_size': 16, 'num_epochs': 300, 'num_input_channels': 3, 'max_samples_per_class': 216}

Loading datasets...
Dataset loaded with 684 total samples:
  - mitotic: 216 samples
  - new_daughter: 216 samples
  - stable: 216 samples
  - death: 36 samples
  Applied per-class limit: 216 samples/class
Dataset loaded with 684 total samples:
  - mitotic: 216 samples
  - new_daughter: 216 samples
  - stable: 216 samples
  - death: 36 samples
  Applied per-class limit: 216 samples/class

Training on 547 samples, validating on 137 samples.
Model has 71,012 trainable parameters.

--- Starting Training ---
Epoch [001/300] | Duration: 54.31s | Train Loss: 1.3491 | Train Acc: 0.3199 | Val Loss: 1.3156 | Val Acc: 0.4307 | Val F1: 0.2636
Epoch [154/300] | Duration: 27.63s | Train Loss: 0.9245 | Train Acc: 0.6691 | Val Loss: 0.9756 | Val Acc: 0.6423 | Val F1: 0.4952
Epoch [155/300] | Duration: 27.71s | Train Loss: 0.9102 | Train Acc: 0.6453 | Val Loss: 0.9833 | Val Acc: 0.6350 | Val F1: 0.4896
Epoch [156/300] | Duration: 27.44s | Train Loss: 0.9044 | Train Acc: 0.6801 | Val Loss: 0.9854 | Val Acc: 0.6423 | Val F1: 0.4950
Epoch [157/300] | Duration: 28.20s | Train Loss: 0.8955 | Train Acc: 0.6746 | Val Loss: 0.9916 | Val Acc: 0.6204 | Val F1: 0.4803
Epoch [158/300] | Duration: 28.02s | Train Loss: 0.8892 | Train Acc: 0.7057 | Val Loss: 0.9957 | Val Acc: 0.6204 | Val F1: 0.4800
Epoch [159/300] | Duration: 27.85s | Train Loss: 0.9224 | Train Acc: 0.6691 | Val Loss: 0.9864 | Val Acc: 0.6642 | Val F1: 0.5113
🎉 New best model found! F1-Score: 0.5113. Saved to training_outputs/20250728-180254/best_model.pth
Epoch [160/300] | Duration: 27.50s | Train Loss: 0.9174 | Train Acc: 0.6782 | Val Loss: 0.9657 | Val Acc: 0.6423 | Val F1: 0.4956
Epoch [161/300] | Duration: 27.46s | Train Loss: 0.9332 | Train Acc: 0.6764 | Val Loss: 0.9759 | Val Acc: 0.6423 | Val F1: 0.4957
Epoch [162/300] | Duration: 27.74s | Train Loss: 0.9128 | Train Acc: 0.6600 | Val Loss: 0.9821 | Val Acc: 0.6423 | Val F1: 0.4963
Epoch [163/300] | Duration: 28.08s | Train Loss: 0.9203 | Train Acc: 0.6819 | Val Loss: 0.9718 | Val Acc: 0.6569 | Val F1: 0.5052
Epoch [164/300] | Duration: 26.85s | Train Loss: 0.9118 | Train Acc: 0.6728 | Val Loss: 0.9849 | Val Acc: 0.6423 | Val F1: 0.4946
Epoch [165/300] | Duration: 27.43s | Train Loss: 0.8916 | Train Acc: 0.6691 | Val Loss: 1.0041 | Val Acc: 0.6058 | Val F1: 0.4720
Epoch [166/300] | Duration: 28.30s | Train Loss: 0.8979 | Train Acc: 0.6929 | Val Loss: 0.9828 | Val Acc: 0.6350 | Val F1: 0.4890
Epoch [167/300] | Duration: 28.11s | Train Loss: 0.8827 | Train Acc: 0.6819 | Val Loss: 0.9649 | Val Acc: 0.6350 | Val F1: 0.4916
Epoch [168/300] | Duration: 27.38s | Train Loss: 0.8926 | Train Acc: 0.6782 | Val Loss: 0.9700 | Val Acc: 0.6350 | Val F1: 0.4897
Epoch [169/300] | Duration: 27.54s | Train Loss: 0.8848 | Train Acc: 0.6910 | Val Loss: 0.9755 | Val Acc: 0.6277 | Val F1: 0.4857
Epoch [170/300] | Duration: 27.83s | Train Loss: 0.8794 | Train Acc: 0.6801 | Val Loss: 0.9683 | Val Acc: 0.6277 | Val F1: 0.4849
Epoch [171/300] | Duration: 27.43s | Train Loss: 0.9208 | Train Acc: 0.6600 | Val Loss: 0.9631 | Val Acc: 0.6569 | Val F1: 0.5062
Epoch [172/300] | Duration: 27.59s | Train Loss: 0.9071 | Train Acc: 0.6618 | Val Loss: 0.9662 | Val Acc: 0.6642 | Val F1: 0.5107
Epoch [173/300] | Duration: 27.70s | Train Loss: 0.8896 | Train Acc: 0.6782 | Val Loss: 0.9621 | Val Acc: 0.6350 | Val F1: 0.4936
Epoch [174/300] | Duration: 26.89s | Train Loss: 0.8799 | Train Acc: 0.6929 | Val Loss: 0.9685 | Val Acc: 0.6496 | Val F1: 0.5006
Epoch [175/300] | Duration: 26.29s | Train Loss: 0.9085 | Train Acc: 0.6618 | Val Loss: 0.9527 | Val Acc: 0.6350 | Val F1: 0.4918
Epoch [176/300] | Duration: 27.26s | Train Loss: 0.9031 | Train Acc: 0.6746 | Val Loss: 0.9607 | Val Acc: 0.6423 | Val F1: 0.4959
Epoch [177/300] | Duration: 26.25s | Train Loss: 0.9363 | Train Acc: 0.6837 | Val Loss: 0.9625 | Val Acc: 0.6423 | Val F1: 0.4979
Epoch [178/300] | Duration: 26.46s | Train Loss: 0.8908 | Train Acc: 0.6673 | Val Loss: 0.9756 | Val Acc: 0.6496 | Val F1: 0.5035
Epoch [179/300] | Duration: 26.57s | Train Loss: 0.8655 | Train Acc: 0.6929 | Val Loss: 0.9600 | Val Acc: 0.6496 | Val F1: 0.5005
Epoch [180/300] | Duration: 26.52s | Train Loss: 0.9109 | Train Acc: 0.6728 | Val Loss: 0.9653 | Val Acc: 0.6569 | Val F1: 0.5074
Epoch [181/300] | Duration: 26.07s | Train Loss: 0.9212 | Train Acc: 0.6947 | Val Loss: 0.9724 | Val Acc: 0.6350 | Val F1: 0.4897
Epoch [182/300] | Duration: 26.54s | Train Loss: 0.9063 | Train Acc: 0.6910 | Val Loss: 0.9689 | Val Acc: 0.6204 | Val F1: 0.4803
Epoch [183/300] | Duration: 26.74s | Train Loss: 0.8886 | Train Acc: 0.6801 | Val Loss: 0.9715 | Val Acc: 0.6496 | Val F1: 0.5009
Epoch [184/300] | Duration: 26.31s | Train Loss: 0.8808 | Train Acc: 0.6984 | Val Loss: 0.9653 | Val Acc: 0.6496 | Val F1: 0.5013
Epoch [185/300] | Duration: 26.70s | Train Loss: 0.8836 | Train Acc: 0.6782 | Val Loss: 0.9663 | Val Acc: 0.6496 | Val F1: 0.5034
Epoch [186/300] | Duration: 26.51s | Train Loss: 0.8764 | Train Acc: 0.6892 | Val Loss: 0.9608 | Val Acc: 0.6569 | Val F1: 0.5082
Epoch [187/300] | Duration: 25.70s | Train Loss: 0.8891 | Train Acc: 0.6874 | Val Loss: 0.9576 | Val Acc: 0.6350 | Val F1: 0.4944
Epoch [188/300] | Duration: 26.22s | Train Loss: 0.8900 | Train Acc: 0.6892 | Val Loss: 0.9554 | Val Acc: 0.6496 | Val F1: 0.5026
Epoch [189/300] | Duration: 25.48s | Train Loss: 0.9003 | Train Acc: 0.6782 | Val Loss: 0.9602 | Val Acc: 0.6569 | Val F1: 0.5067
Epoch [190/300] | Duration: 25.79s | Train Loss: 0.8720 | Train Acc: 0.6801 | Val Loss: 0.9642 | Val Acc: 0.6277 | Val F1: 0.4874
Epoch [191/300] | Duration: 26.12s | Train Loss: 0.8658 | Train Acc: 0.7093 | Val Loss: 0.9575 | Val Acc: 0.6423 | Val F1: 0.4982
Epoch [192/300] | Duration: 26.26s | Train Loss: 0.8823 | Train Acc: 0.7057 | Val Loss: 0.9651 | Val Acc: 0.6496 | Val F1: 0.4990
Epoch [193/300] | Duration: 26.73s | Train Loss: 0.8852 | Train Acc: 0.6910 | Val Loss: 0.9623 | Val Acc: 0.6277 | Val F1: 0.4870
Epoch [194/300] | Duration: 26.46s | Train Loss: 0.8812 | Train Acc: 0.6892 | Val Loss: 0.9606 | Val Acc: 0.6569 | Val F1: 0.5068
Epoch [195/300] | Duration: 26.37s | Train Loss: 0.8967 | Train Acc: 0.6819 | Val Loss: 0.9524 | Val Acc: 0.6496 | Val F1: 0.5013
Epoch [196/300] | Duration: 26.31s | Train Loss: 0.8805 | Train Acc: 0.6819 | Val Loss: 0.9528 | Val Acc: 0.6350 | Val F1: 0.4915
Epoch [197/300] | Duration: 26.19s | Train Loss: 0.8764 | Train Acc: 0.6929 | Val Loss: 0.9668 | Val Acc: 0.6423 | Val F1: 0.4939
Epoch [198/300] | Duration: 26.08s | Train Loss: 0.8697 | Train Acc: 0.6984 | Val Loss: 0.9483 | Val Acc: 0.6569 | Val F1: 0.5079
Epoch [199/300] | Duration: 25.96s | Train Loss: 0.8703 | Train Acc: 0.6947 | Val Loss: 0.9655 | Val Acc: 0.6496 | Val F1: 0.5011
Epoch [200/300] | Duration: 26.08s | Train Loss: 0.8986 | Train Acc: 0.6764 | Val Loss: 0.9579 | Val Acc: 0.6496 | Val F1: 0.5031
Epoch [201/300] | Duration: 26.23s | Train Loss: 0.8821 | Train Acc: 0.6837 | Val Loss: 0.9667 | Val Acc: 0.6496 | Val F1: 0.5030
Epoch [202/300] | Duration: 26.29s | Train Loss: 0.8619 | Train Acc: 0.7020 | Val Loss: 0.9655 | Val Acc: 0.6423 | Val F1: 0.4991
Epoch [203/300] | Duration: 26.26s | Train Loss: 0.8568 | Train Acc: 0.6947 | Val Loss: 0.9636 | Val Acc: 0.6277 | Val F1: 0.4865
Epoch [204/300] | Duration: 26.54s | Train Loss: 0.8588 | Train Acc: 0.7002 | Val Loss: 0.9608 | Val Acc: 0.6496 | Val F1: 0.5012
Epoch [205/300] | Duration: 26.82s | Train Loss: 0.8376 | Train Acc: 0.7148 | Val Loss: 0.9475 | Val Acc: 0.6423 | Val F1: 0.4969
Epoch [206/300] | Duration: 26.63s | Train Loss: 0.8807 | Train Acc: 0.6874 | Val Loss: 0.9527 | Val Acc: 0.6569 | Val F1: 0.5079
Epoch [207/300] | Duration: 26.19s | Train Loss: 0.8676 | Train Acc: 0.6764 | Val Loss: 0.9589 | Val Acc: 0.6496 | Val F1: 0.5027
Epoch [208/300] | Duration: 26.60s | Train Loss: 0.8493 | Train Acc: 0.7020 | Val Loss: 0.9499 | Val Acc: 0.6569 | Val F1: 0.5085
Epoch [209/300] | Duration: 27.10s | Train Loss: 0.8755 | Train Acc: 0.6947 | Val Loss: 0.9599 | Val Acc: 0.6350 | Val F1: 0.4938
Epoch [210/300] | Duration: 28.14s | Train Loss: 0.8687 | Train Acc: 0.6965 | Val Loss: 0.9553 | Val Acc: 0.6496 | Val F1: 0.5051
Epoch [211/300] | Duration: 28.25s | Train Loss: 0.8828 | Train Acc: 0.6856 | Val Loss: 0.9469 | Val Acc: 0.6569 | Val F1: 0.5061
Epoch [212/300] | Duration: 28.28s | Train Loss: 0.8817 | Train Acc: 0.6728 | Val Loss: 0.9458 | Val Acc: 0.6569 | Val F1: 0.5085
Epoch [213/300] | Duration: 28.24s | Train Loss: 0.8652 | Train Acc: 0.6947 | Val Loss: 0.9676 | Val Acc: 0.6350 | Val F1: 0.4908
Epoch [214/300] | Duration: 28.16s | Train Loss: 0.8711 | Train Acc: 0.7002 | Val Loss: 0.9547 | Val Acc: 0.6496 | Val F1: 0.5021
Epoch [215/300] | Duration: 28.30s | Train Loss: 0.8260 | Train Acc: 0.7130 | Val Loss: 0.9428 | Val Acc: 0.6642 | Val F1: 0.5120
🎉 New best model found! F1-Score: 0.5120. Saved to training_outputs/20250728-180254/best_model.pth
Epoch [216/300] | Duration: 28.23s | Train Loss: 0.8535 | Train Acc: 0.7093 | Val Loss: 0.9486 | Val Acc: 0.6642 | Val F1: 0.5129
🎉 New best model found! F1-Score: 0.5129. Saved to training_outputs/20250728-180254/best_model.pth
Epoch [217/300] | Duration: 28.37s | Train Loss: 0.8581 | Train Acc: 0.7148 | Val Loss: 0.9508 | Val Acc: 0.6423 | Val F1: 0.4983
Epoch [218/300] | Duration: 28.20s | Train Loss: 0.8496 | Train Acc: 0.6892 | Val Loss: 0.9416 | Val Acc: 0.6642 | Val F1: 0.5122
Epoch [219/300] | Duration: 28.53s | Train Loss: 0.8558 | Train Acc: 0.6984 | Val Loss: 0.9541 | Val Acc: 0.6569 | Val F1: 0.5071
Epoch [220/300] | Duration: 28.43s | Train Loss: 0.8562 | Train Acc: 0.6984 | Val Loss: 0.9400 | Val Acc: 0.6642 | Val F1: 0.5122
Epoch [221/300] | Duration: 28.18s | Train Loss: 0.8313 | Train Acc: 0.7020 | Val Loss: 0.9572 | Val Acc: 0.6350 | Val F1: 0.4905
Epoch [222/300] | Duration: 46.80s | Train Loss: 0.8476 | Train Acc: 0.7112 | Val Loss: 0.9402 | Val Acc: 0.6496 | Val F1: 0.5022
Epoch [223/300] | Duration: 34.79s | Train Loss: 0.8483 | Train Acc: 0.6910 | Val Loss: 0.9371 | Val Acc: 0.6569 | Val F1: 0.5070
Epoch [224/300] | Duration: 28.27s | Train Loss: 0.8691 | Train Acc: 0.6728 | Val Loss: 0.9740 | Val Acc: 0.6131 | Val F1: 0.4732
Epoch [225/300] | Duration: 28.26s | Train Loss: 0.8592 | Train Acc: 0.6892 | Val Loss: 0.9456 | Val Acc: 0.6642 | Val F1: 0.5122
Epoch [226/300] | Duration: 28.05s | Train Loss: 0.8388 | Train Acc: 0.7020 | Val Loss: 0.9471 | Val Acc: 0.6204 | Val F1: 0.4798
Epoch [227/300] | Duration: 28.34s | Train Loss: 0.8477 | Train Acc: 0.7020 | Val Loss: 0.9444 | Val Acc: 0.6569 | Val F1: 0.5067
Epoch [228/300] | Duration: 28.30s | Train Loss: 0.8614 | Train Acc: 0.7002 | Val Loss: 0.9478 | Val Acc: 0.6204 | Val F1: 0.4751
Epoch [229/300] | Duration: 28.46s | Train Loss: 0.8539 | Train Acc: 0.6910 | Val Loss: 0.9607 | Val Acc: 0.6204 | Val F1: 0.4805
Epoch [230/300] | Duration: 28.34s | Train Loss: 0.8348 | Train Acc: 0.7057 | Val Loss: 0.9623 | Val Acc: 0.6642 | Val F1: 0.5109
Epoch [231/300] | Duration: 28.13s | Train Loss: 0.8627 | Train Acc: 0.7002 | Val Loss: 0.9475 | Val Acc: 0.6496 | Val F1: 0.5038
Epoch [232/300] | Duration: 28.49s | Train Loss: 0.8461 | Train Acc: 0.6910 | Val Loss: 0.9263 | Val Acc: 0.6496 | Val F1: 0.5005
Epoch [233/300] | Duration: 28.30s | Train Loss: 0.8414 | Train Acc: 0.7002 | Val Loss: 0.9506 | Val Acc: 0.6277 | Val F1: 0.4814
Epoch [234/300] | Duration: 28.21s | Train Loss: 0.8313 | Train Acc: 0.7185 | Val Loss: 0.9453 | Val Acc: 0.6569 | Val F1: 0.5085
Epoch [235/300] | Duration: 28.32s | Train Loss: 0.8482 | Train Acc: 0.6801 | Val Loss: 0.9257 | Val Acc: 0.6496 | Val F1: 0.5014
Epoch [236/300] | Duration: 28.48s | Train Loss: 0.8340 | Train Acc: 0.7203 | Val Loss: 0.9388 | Val Acc: 0.6569 | Val F1: 0.5057
Epoch [237/300] | Duration: 28.19s | Train Loss: 0.8326 | Train Acc: 0.7020 | Val Loss: 0.9286 | Val Acc: 0.6569 | Val F1: 0.5081
Epoch [238/300] | Duration: 28.31s | Train Loss: 0.8273 | Train Acc: 0.7057 | Val Loss: 0.9405 | Val Acc: 0.6423 | Val F1: 0.4965
Epoch [239/300] | Duration: 28.23s | Train Loss: 0.8482 | Train Acc: 0.7130 | Val Loss: 0.9329 | Val Acc: 0.6642 | Val F1: 0.5122
Epoch [240/300] | Duration: 28.32s | Train Loss: 0.8255 | Train Acc: 0.7221 | Val Loss: 0.9358 | Val Acc: 0.6496 | Val F1: 0.5021
Epoch [241/300] | Duration: 28.37s | Train Loss: 0.8190 | Train Acc: 0.7130 | Val Loss: 0.9346 | Val Acc: 0.6788 | Val F1: 0.5238
🎉 New best model found! F1-Score: 0.5238. Saved to training_outputs/20250728-180254/best_model.pth
Epoch [242/300] | Duration: 28.24s | Train Loss: 0.8278 | Train Acc: 0.7093 | Val Loss: 0.9418 | Val Acc: 0.6496 | Val F1: 0.5038
Epoch [243/300] | Duration: 28.43s | Train Loss: 0.8526 | Train Acc: 0.6984 | Val Loss: 0.9362 | Val Acc: 0.6423 | Val F1: 0.4990
Epoch [244/300] | Duration: 28.42s | Train Loss: 0.8332 | Train Acc: 0.7093 | Val Loss: 0.9486 | Val Acc: 0.6423 | Val F1: 0.4936
Epoch [245/300] | Duration: 28.32s | Train Loss: 0.8459 | Train Acc: 0.6984 | Val Loss: 0.9308 | Val Acc: 0.6569 | Val F1: 0.5063
Epoch [246/300] | Duration: 28.47s | Train Loss: 0.8156 | Train Acc: 0.7038 | Val Loss: 0.9301 | Val Acc: 0.6423 | Val F1: 0.4950
Epoch [247/300] | Duration: 28.29s | Train Loss: 0.8348 | Train Acc: 0.7130 | Val Loss: 0.9435 | Val Acc: 0.6569 | Val F1: 0.5059
Epoch [248/300] | Duration: 28.44s | Train Loss: 0.8617 | Train Acc: 0.6929 | Val Loss: 0.9232 | Val Acc: 0.6642 | Val F1: 0.5121
Epoch [249/300] | Duration: 28.09s | Train Loss: 0.8276 | Train Acc: 0.7038 | Val Loss: 0.9374 | Val Acc: 0.6350 | Val F1: 0.4893
Epoch [250/300] | Duration: 28.42s | Train Loss: 0.8431 | Train Acc: 0.7038 | Val Loss: 0.9315 | Val Acc: 0.6642 | Val F1: 0.5130
Epoch [251/300] | Duration: 28.24s | Train Loss: 0.7826 | Train Acc: 0.7221 | Val Loss: 0.9333 | Val Acc: 0.6569 | Val F1: 0.5079
Epoch [252/300] | Duration: 28.46s | Train Loss: 0.8391 | Train Acc: 0.7112 | Val Loss: 0.9259 | Val Acc: 0.6642 | Val F1: 0.5122
Epoch [253/300] | Duration: 27.99s | Train Loss: 0.8299 | Train Acc: 0.7166 | Val Loss: 0.9309 | Val Acc: 0.6423 | Val F1: 0.4944
Epoch [254/300] | Duration: 28.41s | Train Loss: 0.8383 | Train Acc: 0.7002 | Val Loss: 0.9304 | Val Acc: 0.6423 | Val F1: 0.4944
Epoch [255/300] | Duration: 28.38s | Train Loss: 0.8224 | Train Acc: 0.7185 | Val Loss: 0.9323 | Val Acc: 0.6569 | Val F1: 0.5060
Epoch [256/300] | Duration: 28.28s | Train Loss: 0.8408 | Train Acc: 0.6929 | Val Loss: 0.9329 | Val Acc: 0.6642 | Val F1: 0.5103
Epoch [257/300] | Duration: 28.13s | Train Loss: 0.8221 | Train Acc: 0.7112 | Val Loss: 0.9268 | Val Acc: 0.6496 | Val F1: 0.5021
Epoch [258/300] | Duration: 28.37s | Train Loss: 0.8349 | Train Acc: 0.6984 | Val Loss: 0.9330 | Val Acc: 0.6496 | Val F1: 0.4997
Epoch [259/300] | Duration: 28.26s | Train Loss: 0.8228 | Train Acc: 0.6965 | Val Loss: 0.9306 | Val Acc: 0.6423 | Val F1: 0.4969
Epoch [260/300] | Duration: 28.37s | Train Loss: 0.8338 | Train Acc: 0.7057 | Val Loss: 0.9394 | Val Acc: 0.6569 | Val F1: 0.5092
Epoch [261/300] | Duration: 28.03s | Train Loss: 0.8034 | Train Acc: 0.7349 | Val Loss: 0.9165 | Val Acc: 0.6715 | Val F1: 0.5160
Epoch [262/300] | Duration: 28.36s | Train Loss: 0.8285 | Train Acc: 0.7038 | Val Loss: 0.9302 | Val Acc: 0.6642 | Val F1: 0.5090
Epoch [263/300] | Duration: 28.24s | Train Loss: 0.8052 | Train Acc: 0.7148 | Val Loss: 0.9308 | Val Acc: 0.6496 | Val F1: 0.5035
Epoch [264/300] | Duration: 28.22s | Train Loss: 0.8226 | Train Acc: 0.7112 | Val Loss: 0.9231 | Val Acc: 0.6569 | Val F1: 0.5092
Epoch [265/300] | Duration: 28.29s | Train Loss: 0.8153 | Train Acc: 0.7239 | Val Loss: 0.9257 | Val Acc: 0.6569 | Val F1: 0.5057
Epoch [266/300] | Duration: 28.63s | Train Loss: 0.7998 | Train Acc: 0.7166 | Val Loss: 0.9448 | Val Acc: 0.6569 | Val F1: 0.5056
Epoch [267/300] | Duration: 28.22s | Train Loss: 0.7877 | Train Acc: 0.7276 | Val Loss: 0.9292 | Val Acc: 0.6496 | Val F1: 0.4996
Epoch [268/300] | Duration: 28.33s | Train Loss: 0.8237 | Train Acc: 0.7258 | Val Loss: 0.9273 | Val Acc: 0.6496 | Val F1: 0.4996
Epoch [269/300] | Duration: 28.32s | Train Loss: 0.8372 | Train Acc: 0.7331 | Val Loss: 0.9351 | Val Acc: 0.6569 | Val F1: 0.5066
Epoch [270/300] | Duration: 28.40s | Train Loss: 0.8162 | Train Acc: 0.6929 | Val Loss: 0.9249 | Val Acc: 0.6496 | Val F1: 0.4996
Epoch [271/300] | Duration: 28.37s | Train Loss: 0.8064 | Train Acc: 0.6929 | Val Loss: 0.9259 | Val Acc: 0.6496 | Val F1: 0.5029
Epoch [272/300] | Duration: 28.20s | Train Loss: 0.8051 | Train Acc: 0.7239 | Val Loss: 0.9457 | Val Acc: 0.6496 | Val F1: 0.5002
Epoch [273/300] | Duration: 28.12s | Train Loss: 0.8044 | Train Acc: 0.7148 | Val Loss: 0.9106 | Val Acc: 0.6569 | Val F1: 0.5075
Epoch [274/300] | Duration: 28.29s | Train Loss: 0.8243 | Train Acc: 0.7185 | Val Loss: 0.9312 | Val Acc: 0.6496 | Val F1: 0.5003
Epoch [275/300] | Duration: 28.18s | Train Loss: 0.8315 | Train Acc: 0.7221 | Val Loss: 0.9289 | Val Acc: 0.6642 | Val F1: 0.5108
Epoch [276/300] | Duration: 28.22s | Train Loss: 0.8462 | Train Acc: 0.7020 | Val Loss: 0.9309 | Val Acc: 0.6642 | Val F1: 0.5114
Epoch [277/300] | Duration: 28.13s | Train Loss: 0.8035 | Train Acc: 0.7221 | Val Loss: 0.9180 | Val Acc: 0.6642 | Val F1: 0.5135
Epoch [278/300] | Duration: 28.24s | Train Loss: 0.8010 | Train Acc: 0.7075 | Val Loss: 0.9156 | Val Acc: 0.6496 | Val F1: 0.5005
Epoch [279/300] | Duration: 27.97s | Train Loss: 0.7938 | Train Acc: 0.7239 | Val Loss: 0.9345 | Val Acc: 0.6569 | Val F1: 0.5057
Epoch [280/300] | Duration: 28.30s | Train Loss: 0.8332 | Train Acc: 0.7148 | Val Loss: 0.9192 | Val Acc: 0.6423 | Val F1: 0.4960
Epoch [281/300] | Duration: 28.25s | Train Loss: 0.8082 | Train Acc: 0.7313 | Val Loss: 0.9185 | Val Acc: 0.6715 | Val F1: 0.5161
Epoch [282/300] | Duration: 28.09s | Train Loss: 0.8065 | Train Acc: 0.6910 | Val Loss: 0.9216 | Val Acc: 0.6496 | Val F1: 0.5009
Epoch [283/300] | Duration: 28.02s | Train Loss: 0.7986 | Train Acc: 0.7313 | Val Loss: 0.9273 | Val Acc: 0.6569 | Val F1: 0.5080
Epoch [284/300] | Duration: 28.27s | Train Loss: 0.8154 | Train Acc: 0.7038 | Val Loss: 0.9531 | Val Acc: 0.6423 | Val F1: 0.4961
Epoch [285/300] | Duration: 28.61s | Train Loss: 0.8026 | Train Acc: 0.7075 | Val Loss: 0.9231 | Val Acc: 0.6569 | Val F1: 0.5062
Epoch [286/300] | Duration: 28.46s | Train Loss: 0.8125 | Train Acc: 0.7386 | Val Loss: 0.9568 | Val Acc: 0.6423 | Val F1: 0.4983
Epoch [287/300] | Duration: 28.40s | Train Loss: 0.8149 | Train Acc: 0.7093 | Val Loss: 0.9211 | Val Acc: 0.6496 | Val F1: 0.5019
Epoch [288/300] | Duration: 28.30s | Train Loss: 0.8248 | Train Acc: 0.7057 | Val Loss: 0.9365 | Val Acc: 0.6642 | Val F1: 0.5098
Epoch [289/300] | Duration: 28.04s | Train Loss: 0.8009 | Train Acc: 0.7185 | Val Loss: 0.9251 | Val Acc: 0.6642 | Val F1: 0.5134
Epoch [290/300] | Duration: 28.46s | Train Loss: 0.7925 | Train Acc: 0.7020 | Val Loss: 0.9424 | Val Acc: 0.6569 | Val F1: 0.5060
Epoch [291/300] | Duration: 28.32s | Train Loss: 0.8062 | Train Acc: 0.7404 | Val Loss: 0.9183 | Val Acc: 0.6569 | Val F1: 0.5076
Epoch [292/300] | Duration: 28.43s | Train Loss: 0.7917 | Train Acc: 0.7367 | Val Loss: 0.9359 | Val Acc: 0.6496 | Val F1: 0.5025
Epoch [293/300] | Duration: 28.25s | Train Loss: 0.7945 | Train Acc: 0.7367 | Val Loss: 0.9270 | Val Acc: 0.6569 | Val F1: 0.5065
Epoch [294/300] | Duration: 28.15s | Train Loss: 0.7868 | Train Acc: 0.7313 | Val Loss: 0.9330 | Val Acc: 0.6715 | Val F1: 0.5155
Epoch [295/300] | Duration: 28.54s | Train Loss: 0.8054 | Train Acc: 0.7239 | Val Loss: 0.9477 | Val Acc: 0.6496 | Val F1: 0.5015
Epoch [296/300] | Duration: 28.31s | Train Loss: 0.8173 | Train Acc: 0.7166 | Val Loss: 0.9453 | Val Acc: 0.6569 | Val F1: 0.5057
Epoch [297/300] | Duration: 28.48s | Train Loss: 0.8181 | Train Acc: 0.7038 | Val Loss: 0.9186 | Val Acc: 0.6569 | Val F1: 0.5057
Epoch [298/300] | Duration: 54.53s | Train Loss: 0.7770 | Train Acc: 0.7239 | Val Loss: 0.9279 | Val Acc: 0.6569 | Val F1: 0.5062
Epoch [299/300] | Duration: 33.54s | Train Loss: 0.8077 | Train Acc: 0.7075 | Val Loss: 0.9263 | Val Acc: 0.6642 | Val F1: 0.5132
Epoch [300/300] | Duration: 40.75s | Train Loss: 0.7663 | Train Acc: 0.7313 | Val Loss: 0.9242 | Val Acc: 0.6569 | Val F1: 0.5057

✅ Training finished.

💾 Saving final artifacts...
📈 Saved training metrics plot to training_outputs/20250728-180254/training_metrics.png
📊 Saved final confusion matrix to training_outputs/20250728-180254/final_confusion_matrix.png
📝 Saved final classification report to training_outputs/20250728-180254/final_classification_report.txt

✨ Run complete.
